1;1;1;0.029482;0.945044;77.283631;146.515053
1;1;2;0.061431;0.919848;65.668929;94.268435
1;1;3;0.080846;0.909710;61.260458;74.458352
1;1;4;0.088075;0.907390;60.270224;64.043876
1;1;5;0.090537;0.906124;59.487535;56.184290
1;1;6;0.090222;0.906799;59.656702;42.861111
1;1;7;0.091015;0.906050;59.250201;0.000000
1;1;8;0.090678;0.906288;59.505338;0.000000
1;1;9;0.090617;0.906280;59.536423;0.000000
1;1;10;0.090230;0.906688;59.787255;0.000000
1;1;11;0.090815;0.906195;59.376920;0.000000
1;1;12;0.090403;0.906500;59.633242;0.000000
1;1;13;0.090437;0.906601;59.742406;0.000000
1;1;14;0.090550;0.906416;59.582816;0.000000
1;1;15;0.090354;0.906664;59.747670;0.000000
1;1;16;0.090928;0.905961;59.359603;0.000000
1;1;17;0.090065;0.906952;59.788253;0.000000
1;1;18;0.090384;0.906667;59.749214;0.000000
1;1;19;0.091168;0.905883;59.059308;0.000000
1;1;20;0.090796;0.906235;59.341601;0.000000
1;1;21;0.090293;0.906660;59.730178;0.000000
1;1;22;0.090512;0.906631;59.575294;0.000000
1;1;23;0.090802;0.906169;59.428548;0.000000
1;1;24;0.090578;0.906387;59.613284;0.000000
1;1;25;0.090847;0.906207;59.285249;0.000000
1;1;26;0.090093;0.906870;59.867026;0.000000
1;1;27;0.090971;0.906054;59.308054;0.000000
1;1;28;0.090469;0.906548;59.657032;0.000000
1;1;29;0.090352;0.906640;59.802616;0.000000
1;1;30;0.090595;0.906287;59.630653;0.000000
1;1;31;0.090454;0.906504;59.660734;0.000000
1;1;32;0.090565;0.906436;59.611362;0.000000
1;1;33;0.090867;0.906159;59.375340;0.000000
1;1;34;0.090169;0.906798;59.807328;0.000000
1;1;35;0.090913;0.906084;59.306106;0.000000
1;1;36;0.090439;0.906520;59.774323;0.000000
1;1;37;0.090887;0.906029;59.404986;0.000000
1;1;38;0.090728;0.906225;59.477107;0.000000
1;1;39;0.090421;0.906662;59.677597;0.000000
1;1;40;0.090312;0.906674;59.757363;0.000000
1;2;1;0.029355;0.945672;186.865985;146.767722
1;2;2;0.062548;0.919729;141.134824;94.493995
1;2;3;0.083288;0.909367;126.562866;74.503870
1;2;4;0.092544;0.905517;120.935004;63.362153
1;2;5;0.095165;0.904392;119.183303;56.330508
1;2;6;0.095053;0.904817;119.659485;50.722222
1;2;7;0.094917;0.904994;119.741016;55.000000
1;2;8;0.095083;0.904839;119.288253;0.000000
1;2;9;0.094334;0.905574;120.255645;0.000000
1;2;10;0.095228;0.904669;119.355589;0.000000
1;2;11;0.094688;0.905214;119.997339;0.000000
1;2;12;0.094728;0.905164;119.979425;0.000000
1;2;13;0.094582;0.905321;120.049079;0.000000
1;2;14;0.095284;0.904613;119.121269;0.000000
1;2;15;0.095865;0.904039;118.675575;0.000000
1;2;16;0.095316;0.904598;119.142557;0.000000
1;2;17;0.094656;0.905250;120.123056;0.000000
1;2;18;0.095109;0.904786;119.414503;0.000000
1;2;19;0.094558;0.905346;120.400728;0.000000
1;2;20;0.094908;0.904988;119.680628;0.000000
1;2;21;0.095079;0.904834;119.485859;0.000000
1;2;22;0.095206;0.904719;119.246497;0.000000
1;2;23;0.094468;0.905435;120.313175;0.000000
1;2;24;0.094585;0.905314;120.217318;0.000000
1;2;25;0.094821;0.905081;119.777918;0.000000
1;2;26;0.094813;0.905088;119.795429;0.000000
1;2;27;0.095171;0.904732;119.480241;0.000000
1;2;28;0.094527;0.905390;120.146932;0.000000
1;2;29;0.095253;0.904644;119.275477;0.000000
1;2;30;0.095008;0.904904;119.510725;0.000000
1;2;31;0.095587;0.904292;118.890163;0.000000
1;2;32;0.094739;0.905153;119.833690;0.000000
1;2;33;0.094378;0.905510;120.262084;0.000000
1;2;34;0.095348;0.904558;119.264620;0.000000
1;2;35;0.095120;0.904764;119.352302;0.000000
1;2;36;0.095577;0.904314;118.927985;0.000000
1;2;37;0.095024;0.904882;119.324834;0.000000
1;2;38;0.094599;0.905304;120.283016;0.000000
1;2;39;0.094836;0.905071;119.744717;0.000000
1;2;40;0.095685;0.904214;118.718932;0.000000
1;3;1;0.029733;0.945442;295.505297;147.524736
1;3;2;0.062825;0.919620;219.366383;94.117409
1;3;3;0.083725;0.908909;193.592690;74.367599
1;3;4;0.092376;0.905676;184.930696;63.690488
1;3;5;0.094552;0.905124;183.024008;56.163522
